id,title,text,label
272,URGENT: Banks Will Collapse Tomorrow! 76,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
273,City Opens New Community Center for Residents - 13,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
274,Incredible: Free Money for Everyone Starting Next Week! 85,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
275,Local Council Approves New Infrastructure Project - 4,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
276,URGENT: Banks Will Collapse Tomorrow! 5,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
277,University Researchers Make Progress in Cancer Study - 10,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
278,Amazing: This One Trick Doctors Don't Want You to Know 62,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
279,School District Implements New Education Program - 88,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
280,Unbelievable: Man Lives to 200 Years Using This Method 87,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
281,Sports Team Wins Championship After Close Match - 29,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
282,Unbelievable: Man Lives to 200 Years Using This Method 8,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
283,Local Council Approves New Infrastructure Project - 15,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
284,Unbelievable: Man Lives to 200 Years Using This Method 66,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
285,Museum Hosts Exhibition of Historical Artifacts - 89,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
286,EXPOSED: The Real Truth Behind Recent Events 95,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
287,Research Team Publishes Study on Climate Patterns - 73,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
288,URGENT: Banks Will Collapse Tomorrow! 63,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
289,Tech Company Launches Updated Software Version - 13,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
290,Amazing: This One Trick Doctors Don't Want You to Know 35,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
291,Sports Team Wins Championship After Close Match - 28,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
292,URGENT: Banks Will Collapse Tomorrow! 96,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
293,Tech Company Launches Updated Software Version - 36,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
294,BREAKING: Scientists Discover Cure for All Diseases! 94,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
295,Government Releases Annual Budget Proposal - 75,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
296,Celebrity Secretly Controls World Government 77,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
297,Company Announces Quarterly Earnings Report - 22,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
298,Celebrity Secretly Controls World Government 65,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
299,Research Team Publishes Study on Climate Patterns - 55,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
300,Celebrity Secretly Controls World Government 12,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
301,Sports Team Wins Championship After Close Match - 63,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
302,WARNING: Your Phone is Spying on You Right Now! 43,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
303,City Opens New Community Center for Residents - 23,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
304,Miracle Diet: Lose 50 Pounds in 1 Week! 84,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
305,Government Releases Annual Budget Proposal - 60,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
306,Incredible: Free Money for Everyone Starting Next Week! 42,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
307,Local Council Approves New Infrastructure Project - 43,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
308,URGENT: Banks Will Collapse Tomorrow! 20,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
309,Company Announces Quarterly Earnings Report - 92,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
310,Celebrity Secretly Controls World Government 20,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
311,Local Council Approves New Infrastructure Project - 54,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
312,Incredible: Free Money for Everyone Starting Next Week! 95,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
313,Tech Company Launches Updated Software Version - 28,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
314,Unbelievable: Man Lives to 200 Years Using This Method 71,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
315,University Researchers Make Progress in Cancer Study - 62,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
316,WARNING: Your Phone is Spying on You Right Now! 28,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
317,Research Team Publishes Study on Climate Patterns - 89,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
318,Miracle Diet: Lose 50 Pounds in 1 Week! 83,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
319,School District Implements New Education Program - 43,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
320,URGENT: Banks Will Collapse Tomorrow! 7,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
321,Government Releases Annual Budget Proposal - 29,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
322,Celebrity Secretly Controls World Government 14,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
323,School District Implements New Education Program - 40,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
324,BREAKING: Scientists Discover Cure for All Diseases! 41,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
325,Government Releases Annual Budget Proposal - 14,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
326,Incredible: Free Money for Everyone Starting Next Week! 26,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
327,Government Releases Annual Budget Proposal - 14,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
328,WARNING: Your Phone is Spying on You Right Now! 4,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
329,Local Council Approves New Infrastructure Project - 19,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
330,Miracle Diet: Lose 50 Pounds in 1 Week! 30,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
331,School District Implements New Education Program - 61,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
332,Amazing: This One Trick Doctors Don't Want You to Know 88,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
333,Research Team Publishes Study on Climate Patterns - 71,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
334,BREAKING: Scientists Discover Cure for All Diseases! 6,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
335,School District Implements New Education Program - 37,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
336,Amazing: This One Trick Doctors Don't Want You to Know 66,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
337,City Opens New Community Center for Residents - 82,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
338,Incredible: Free Money for Everyone Starting Next Week! 70,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
339,Company Announces Quarterly Earnings Report - 46,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
340,Miracle Diet: Lose 50 Pounds in 1 Week! 54,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
341,City Opens New Community Center for Residents - 23,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
342,Celebrity Secretly Controls World Government 26,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
343,Museum Hosts Exhibition of Historical Artifacts - 21,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
344,WARNING: Your Phone is Spying on You Right Now! 77,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
345,Government Releases Annual Budget Proposal - 30,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
346,Incredible: Free Money for Everyone Starting Next Week! 75,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
347,Company Announces Quarterly Earnings Report - 28,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
348,WARNING: Your Phone is Spying on You Right Now! 38,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
349,Government Releases Annual Budget Proposal - 10,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
350,Celebrity Secretly Controls World Government 43,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
351,Research Team Publishes Study on Climate Patterns - 31,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
352,Unbelievable: Man Lives to 200 Years Using This Method 70,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
353,Government Releases Annual Budget Proposal - 47,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
354,Unbelievable: Man Lives to 200 Years Using This Method 4,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
355,School District Implements New Education Program - 17,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
356,Incredible: Free Money for Everyone Starting Next Week! 40,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
357,University Researchers Make Progress in Cancer Study - 45,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
358,Unbelievable: Man Lives to 200 Years Using This Method 95,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
359,Sports Team Wins Championship After Close Match - 86,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
360,WARNING: Your Phone is Spying on You Right Now! 12,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
361,Company Announces Quarterly Earnings Report - 32,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
362,URGENT: Banks Will Collapse Tomorrow! 56,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
363,University Researchers Make Progress in Cancer Study - 100,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
364,Incredible: Free Money for Everyone Starting Next Week! 5,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
365,Tech Company Launches Updated Software Version - 81,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
366,Incredible: Free Money for Everyone Starting Next Week! 9,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
367,City Opens New Community Center for Residents - 14,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
368,BREAKING: Scientists Discover Cure for All Diseases! 43,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
369,Local Council Approves New Infrastructure Project - 37,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
370,Unbelievable: Man Lives to 200 Years Using This Method 27,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
371,Government Releases Annual Budget Proposal - 9,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
372,WARNING: Your Phone is Spying on You Right Now! 79,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
373,City Opens New Community Center for Residents - 18,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
374,WARNING: Your Phone is Spying on You Right Now! 58,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
375,Sports Team Wins Championship After Close Match - 79,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
376,BREAKING: Scientists Discover Cure for All Diseases! 1,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
377,Company Announces Quarterly Earnings Report - 12,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
378,URGENT: Banks Will Collapse Tomorrow! 9,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
379,Government Releases Annual Budget Proposal - 90,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
380,URGENT: Banks Will Collapse Tomorrow! 51,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
381,School District Implements New Education Program - 68,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
382,URGENT: Banks Will Collapse Tomorrow! 22,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
383,Research Team Publishes Study on Climate Patterns - 24,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
